image_id,label
2893,1
2901,1
2907,1
2909,0
2913,0
2916,0
2917,0
2920,1
2924,0
2929,0
2931,0
2933,1
2937,1
2941,0
2946,0
2948,1
2955,1
2957,1
2958,0
2961,0
2963,0
2965,0
2973,1
2975,0
2979,0
2981,0
2987,0
2988,0
2989,0
2990,0
2992,0
2994,0
3005,0
3008,0
3011,0
3013,1
3017,0
3025,0
3028,0
3029,0
3031,0
3048,0
3052,0
3054,0
3057,0
3063,0
3084,1
3102,1
3108,1
3110,1
3111,0
3114,0
3116,1
3131,0
3139,1
3147,0
3148,0
3157,0
3160,0
3164,1
3179,0
3189,0
3191,0
3194,1
3202,0
3203,0
3208,0
3210,1
3219,0
3223,0
3227,0
3241,1
3242,0
3252,0
3254,0
3261,0
3264,0
3265,1
3272,0
3281,0
3288,0
3293,1
3294,0
3305,1
3306,0
3309,0
3313,0
3319,1
3323,0
3328,0
3329,1
3330,0
3333,1
3335,1
3336,0
3337,0
3341,0
3367,1
3371,0
3372,0
3376,0
3379,1
3401,1
3406,0
3421,1
3423,1
3435,0
3436,1
3440,0
3456,0
3485,1
3494,0
3498,0
3505,1
3513,0
3514,1
3517,0
3518,1
3519,0
3521,0
3522,0
3527,0
3541,0
3544,0
3546,0
3549,0
3552,1
3553,1
3554,0
3556,0
3570,0
3578,1
3580,0
3582,1
3587,0
3588,1
3589,0
3594,0
3606,0
3607,0
3608,0
3611,0
3616,0
3620,0
3627,1
3629,0
3630,0
3640,1
3646,1
3662,0
3671,0
3672,0
3683,0
3684,0
3697,1
3699,1
3708,0
3717,1
3723,1
3726,1
3729,0
3734,0
3736,1
3739,0
3740,1
3745,0
3750,1
3755,0
3763,1
3770,0
3780,1
3782,0
3793,0
3799,1
3803,0
3817,0
3826,1
3832,1
3838,1
3840,0
3842,1
3848,0
3852,0
3858,0
3861,0
3863,0
3864,0
3865,1
3875,0
3880,0
3881,0
3882,1
3883,1
3887,1
3890,1
3892,1
3895,1
3898,0
3903,0
3917,0
3918,1
3921,0
3926,0
3927,1
3938,0
3939,0
3944,1
3950,0
3955,0
3956,0
3963,0
3966,1
3967,0
3976,0
3981,0
4013,1
4020,1
4040,1
4043,0
4045,1
4046,0
4052,0
4064,1
4065,0
4067,0
4068,1
4072,0
4103,1
4108,0
4117,1
4137,0
4148,0
4154,0
4156,0
4165,0
4168,1
4171,0
4173,0
4174,0
4175,0
4176,0
4192,1
4194,1
4196,0
4204,0
4208,1
4209,0
4211,0
4212,1
4217,0
4222,1
4229,1
4238,0
4239,1
4242,1
4248,1
4268,0
4275,1
4277,0
4278,1
4284,1
4286,0
4293,1
4295,0
4296,0
4298,0
4303,1
4305,0
4308,0
4318,0
4324,1
4327,1
4333,0
4334,0
4335,1
4343,1
4350,0
4362,0
4376,1
4379,0
4381,0
4383,0
4396,0
4398,0
4403,1
4407,1
4413,0
4433,0
4434,0
4436,1
4438,1
4440,1
4442,0
4457,0
4466,0
4470,1
4478,0
4481,0
4485,1
4491,1
4498,0
4501,1
4503,0
4504,0
4505,0
4507,0
4508,1
4509,0
4518,0
4519,0
4523,1
4528,0
4533,1
4536,0
4545,0
4549,1
4555,1
4560,0
4566,0
4571,1
4594,1
4595,1
4601,0
4607,1
4613,0
4615,1
4619,0
4621,0
4622,1
4635,1
4641,1
4642,0
4646,1
4648,1
4653,1
4654,1
4655,0
4658,0
4666,1
4669,0
4698,0
4701,1
4702,1
4703,0
4712,0
4714,0
4715,0
4724,0
4736,1
4737,0
4739,0
4744,1
4747,1
4767,0
4771,0
4780,1
4784,0
4789,0
4795,0
4800,1
4805,0
4821,0
4822,0
4823,1
4824,1
4825,1
4830,1
4833,0
4835,0
4845,1
4851,0
4863,0
4865,0
4872,0
4873,0
4876,1
4883,1
4888,1
4889,0
4905,0
4908,1
4915,1
4925,0
4926,1
4929,0
4930,0
4932,0
4937,0
4939,1
4959,0
4961,0
4963,0
4966,1
4971,0
4972,0
4973,1
4986,1
4991,1
4992,0
5004,1
5006,0
5010,1
5020,1
5033,1
5038,0
5040,0
5058,1
5064,0
5075,0
5076,0
5078,0
5079,1
5081,0
5087,0
5098,1
5099,0
5100,0
5104,1
5106,0
5117,0
5131,0
5132,1
5151,1
5156,0
5174,0
5192,1
5196,0
5204,0
5206,0
5211,0
5231,0
5233,1
5236,0
5237,1
5241,0
5253,0
5261,0
5272,1
5284,1
5288,1
5299,0
5306,0
5307,1
5314,0
5325,1
5328,0
5334,0
5357,0
5359,0
5363,0
5364,1
5372,0
5379,0
5382,1
5385,1
5386,0
5390,1
5399,0
5401,1
5405,1
5406,0
5414,1
5418,1
5423,0
5426,0
5428,1
5433,0
5435,1
5438,0
5442,0
5445,0
5446,0
5447,0
5448,1
5459,1
5460,0
5461,0
5468,0
5472,0
5479,0
5509,0
5523,0
5533,1
5534,0
5538,0
5542,1
5555,0
5557,0
5565,0
5567,0
5571,1
5576,0
5577,0
5590,1
5593,0
5600,0
5625,1
5634,1
5641,1
5648,0
5652,1
5660,0
5662,1
5663,1
5671,0
5676,0
5682,0
5684,0
5685,0
5686,0
5693,1
5694,0
5698,0
5729,0
5730,1
5739,1
5743,0
5753,0
5760,0
5764,1
5783,1
5786,0
5787,1
5808,0
5810,0
5815,0
5824,1
5826,0
5830,1
5832,0
5834,1
5849,0
5852,0
5855,1
5857,0
5872,1
5884,0
5885,0
5887,0
5891,0
5900,1
5901,0
5907,1
5908,0
5910,0
5911,0
5917,1
5929,0
5936,0
5938,0
5943,0
5944,0
5947,0
5957,0
5963,1
5989,1
6003,0
6010,0
6012,1
6028,0
6030,1
6034,1
6036,1
6044,0
6045,0
6049,1
6055,1
6059,0
6063,0
6068,0
6077,0
6078,1
6079,0
6090,0
6093,0
6097,0
6114,0
6120,0
6124,0
6127,0
6130,1
6138,0
6139,1
6146,1
6150,0
6153,1
6156,0
6164,1
6165,0
6182,0
6183,0
6188,1
6196,1
6200,0
6208,1
6209,1
6223,1
6226,0
6238,1
6244,0
6248,0
6254,1
6255,0
6267,0
6275,0
6277,0
6282,0
6289,0
6299,1
6300,0
6303,0
6309,0
6316,0
6317,0
6324,0
6325,1
6329,0
6332,1
6333,0
6336,1
6339,0
6346,0
6347,0
6350,0
6362,1
6373,1
6380,0
6382,0
6383,1
6396,1
6399,0
6400,0
6402,0
6414,1
6421,1
6422,1
6424,0
6425,1
6432,1
6451,0
6456,0
6460,0
6464,0
6466,0
6470,1
6475,0
6477,0
6490,1
6524,0
6535,0
6536,0
6541,1
6544,0
6550,1
6554,1
6559,1
6566,0
6570,1
6572,0
6587,0
6588,0
6590,0
6596,1
6603,0
6612,0
6623,1
6651,0
6663,0
6668,1
6670,1
6671,0
6672,1
6677,1
6695,0
6698,1
6703,0
6709,0
6711,0
6712,0
6713,1
6731,1
6736,1
6743,1
6750,1
